CCI_code,CCI_description
1TA75SCNV,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint fixation device alone using pin, nail"
1TA75SCNVA,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone autograft using pin, nail"
1TA75SCNVK,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone homograft using pin, nail"
1TA75SCNVN,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with synthetic tissue [e.g. bone cement or paste] using pin, nail"
1TA75SCNVQ,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with combined sources of tissue [e.g. bone graft, cement/paste] using pin, nail"
1TA75SCNW,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint fixation device alone using plate, screw"
1TA75SCNWA,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone autograft using plate, screw"
1TA75SCNWK,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone homograft using plate, screw"
1TA75SCNWN,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with synthetic tissue [e.g. bone cement or paste] using plate, screw"
1TA75SCNWQ,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with combined sources of tissue [e.g. bone graft, cement/paste] using plate, screw"
1TA80DA,"Repair, shoulder joint endoscopic [arthroscopic] approach using simple apposition technique only [e.g. suturing, anchors]"
1TA80DAAG,"Repair, shoulder joint endoscopic [arthroscopic] approach using laser (alone) [to shrink tissue]"
1TA80DAFH,"Repair, shoulder joint endoscopic [arthroscopic] approach using bioabsorbable binding device [e.g. biostinger, fastener, anchor, arrow, LactoSorb plate, staple or dart]"
1TA80DAGX,"Repair, shoulder joint endoscopic [arthroscopic] approach using device NEC [e.g. electrocautery] [to shrink tissue]"
1TA80DAXXA,"Repair, shoulder joint endoscopic [arthroscopic] approach using autograft [e.g. bone, interpositional fascia, muscle graft]"
1TA80DAXXE,"Repair, shoulder joint endoscopic [arthroscopic] approach using local tendon transfer [rebalancing]"
1TA80DAXXN,"Repair, shoulder joint endoscopic [arthroscopic] approach using synthetic tissue [e.g. mesh, gortex, silastic sheath]"
1TA80DAXXQ,"Repair, shoulder joint endoscopic [arthroscopic] approach using combined sources of tissue [autograft with synthetic tissue]"
1TA80GZ,"Repair, shoulder joint endoscopic [arthroscopic] approach using special incisional technique [e.g. multiple burr holes for humeral head revascularization]"
1TA80LA,"Repair, shoulder joint open approach using simple apposition technique only [e.g. suturing, anchors]"
1TA80LAFH,"Repair, shoulder joint open approach using bioabsorbable binding device [e.g. biostinger, fastener, anchor, arrow, LactoSorb plate, staple or dart]"
1TA80LAXXA,"Repair, shoulder joint open approach using autograft [e.g. bone, interpositional fascia, muscle graft]"
1TA80LAXXE,"Repair, shoulder joint open approach using local tendon transfer [rebalancing]"
1TA80LAXXN,"Repair, shoulder joint open approach using synthetic tissue [e.g. mesh, gortex, silastic sheath]"
1TA80LAXXQ,"Repair, shoulder joint open approach using combined sources of tissue [autograft with synthetic tissue]"
1TA80WK,"Repair, shoulder joint open approach using special incisional technique [e.g. multiple burr holes for humeral head revascularization]"
1TA83DAXXP,"Transfer, shoulder joint of cultured chondrocyte cells using endoscopic [arthroscopic] approach"
1TA83HAXXP,"Transfer, shoulder joint of cultured chondrocyte cells using percutaneous approach"
1TA87DA,"Excision partial, shoulder joint endoscopic [arthroscopic] approach with other joint excision [e.g. arthrectomy, chondrectomy, debridement] with or without synovectomy"
1TA87GB,"Excision partial, shoulder joint endoscopic [arthroscopic] approach synovectomy or ganglionectomy alone"
1TA87LA,"Excision partial, shoulder joint open approach with other joint excision [e.g. arthrectomy, chondrectomy, debridement] with or without synovectomy"
1TA87WJ,"Excision partial, shoulder joint open approach synovectomy or ganglionectomy alone"
1TA93LA,"Amputation, shoulder joint using simple apposition [e.g. suturing] (for closure of stump)"
1TA93LAXXA,"Amputation, shoulder joint using skin graft (for closure of stump)"
1TA93LAXXE,"Amputation, shoulder joint using local flap myoplasty or myodesis (for closure of stump)"
1TB04JH,"Mobilization, acromioclavicular and sternoclavicular joints using external approach with manual technique"
1TB05JH,"Manipulation, acromioclavicular and sternoclavicular joints using external approach with manual technique"
1TB07JAHB,"Hyperthermy, acromioclavicular and sternoclavicular joints using transcutaneous diathermy"
1TB07JATQ,"Hyperthermy, acromioclavicular and sternoclavicular joints using tank [e.g. Hubbard]"
1TB07JATR,"Hyperthermy, acromioclavicular and sternoclavicular joints using whirlpool"
1TB52GB,"Drainage, acromioclavicular and sternoclavicular joints using endoscopic excisional technique (arthroscopic bursectomy)"
1TB52GD,"Drainage, acromioclavicular and sternoclavicular joints using endoscopic incisional technique (arthroscopic bursotomy)"
1TB52HA,"Drainage, acromioclavicular and sternoclavicular joints using percutaneous (needle) aspiration"
1TB52WJ,"Drainage, acromioclavicular and sternoclavicular joints using open excisional technique [e.g. bursectomy]"
1TB52WK,"Drainage, acromioclavicular and sternoclavicular joints using open incisional technique [e.g. bursotomy]"
1TB55DAKD,"Removal of device, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach of wire, staple"
1TB55DANV,"Removal of device, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach of pin, nail"
1TB55DANW,"Removal of device, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach of screw, plate"
1TB55DAXXN,"Removal of device, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach of mesh, gortex, silastic sheath"
1TB55LAKD,"Removal of device, acromioclavicular and sternoclavicular joints open approach of wire, staple"
1TB55LANV,"Removal of device, acromioclavicular and sternoclavicular joints open approach of pin, nail"
1TB55LANW,"Removal of device, acromioclavicular and sternoclavicular joints open approach of screw, plate"
1TB55LAXXN,"Removal of device, acromioclavicular and sternoclavicular joints open approach of mesh, gortex, silastic sheath"
1TB59HAAW,"Destruction, acromioclavicular and sternoclavicular joints using percutaneous approach and radiofrequency probe"
1TB72DA,"Release, acromioclavicular and sternoclavicular joints using endoscopic [arthroscopic] approach"
1TB72LA,"Release, acromioclavicular and sternoclavicular joints using open approach"
1TB73JA,"Reduction, acromioclavicular and sternoclavicular joints using closed (external) approach"
1TB73LA,"Reduction, acromioclavicular and sternoclavicular joints using open approach"
1TB74LAKD,"Fixation, acromioclavicular and sternoclavicular joints fixation device [alone] using wire, staple, endobutton"
1TB74LANV,"Fixation, acromioclavicular and sternoclavicular joints fixation device [alone] using pin, nail"
1TB74LANW,"Fixation, acromioclavicular and sternoclavicular joints fixation device [alone] using screw, plate and screw"
1TB74LAXXN,"Fixation, acromioclavicular and sternoclavicular joints fixation device [alone] using mesh"
1TB74UU,"Fixation, acromioclavicular and sternoclavicular joints using loop stabilization technique [e.g. ligament, tendon or fascia] with no device used"
1TB74UUKD,"Fixation, acromioclavicular and sternoclavicular joints loop stabilization technique [e.g. ligament, tendon or fascia] using wire, staple, endobutton"
1TB74UUNV,"Fixation, acromioclavicular and sternoclavicular joints using loop stabilization technique [e.g. ligament, tendon or fascia] using pin, nail"
1TB74UUNW,"Fixation, acromioclavicular and sternoclavicular joints using loop stabilization technique [e.g. ligament, tendon or fascia] using screw, plate and screw"
1TB74UUXXN,"Fixation, acromioclavicular and sternoclavicular joints using loop stabilization technique [e.g. ligament, tendon or fascia] using mesh"
1TB74WU,"Fixation, acromioclavicular and sternoclavicular joints using tenodesis technique [e.g. fixation of tendon or ligament to bone] with no device used"
1TB74WUKD,"Fixation, acromioclavicular and sternoclavicular joints tenodesis technique [e.g. fixation of tendon or ligament to bone] using wire, staple, endobutton"
1TB74WUNV,"Fixation, acromioclavicular and sternoclavicular joints using tenodesis technique [e.g. fixation of tendon or ligament to bone] using pin, nail"
1TB74WUNW,"Fixation, acromioclavicular and sternoclavicular joints using tenodesis technique [e.g. fixation of tendon or ligament to bone] using screw, plate and screw"
1TB74WUXXN,"Fixation, acromioclavicular and sternoclavicular joints using tenodesis technique [e.g. fixation of tendon or ligament to bone] using mesh"
1TB80DA,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using apposition technique [e.g. suturing]"
1TB80DAXXA,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using autograft [e.g. fascia, muscle]"
1TB80DAXXE,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using local tendon transfer"
1TB80DAXXK,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using homograft [e.g. donor tendon for ligament repair]"
1TB80DAXXN,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using synthetic tissue [e.g. gortex, mesh, silastic sheath]"
1TB80DAXXQ,"Repair, acromioclavicular and sternoclavicular joints endoscopic [arthroscopic] approach using combined sources of tissue [e.g. synthetic tissue with transfer]"
1TB80LA,"Repair, acromioclavicular and sternoclavicular joints open approach using apposition technique [e.g. suturing]"
1TB80LAXXA,"Repair, acromioclavicular and sternoclavicular joints open approach using autograft [e.g. fascia, muscle]"
1TB80LAXXE,"Repair, acromioclavicular and sternoclavicular joints open approach using local tendon transfer"
1TB80LAXXK,"Repair, acromioclavicular and sternoclavicular joints open approach using homograft [e.g donor tendon for ligament repair]"
1TB80LAXXN,"Repair, acromioclavicular and sternoclavicular joints open approach using synthetic tissue [e.g. gortex, mesh, silastic sheath]"
1TB80LAXXQ,"Repair, acromioclavicular and sternoclavicular joints open approach using combined sources of tissue [e.g. synthetic tissue with transfer]"
1TB87DA,"Excision partial, acromioclavicular and sternoclavicular joints using endoscopic [arthroscopic] approach"
1TB87LA,"Excision partial, acromioclavicular and sternoclavicular joints using open approach"
1TC57DA,"Extraction, rotator cuff using endoscopic [arthroscopic] approach"
1TC57LA,"Extraction, rotator cuff using open approach"
1TC59DA,"Destruction, rotator cuff using endoscopic (arthroscopic) approach"
1TC59LA,"Destruction, rotator cuff using open approach"
1TC72DA,"Release, rotator cuff using endoscopic [arthroscopic] approach"
1TC72LA,"Release, rotator cuff using open approach"
1TC80DA,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] simple repair (without graft or transfer involved)"
1TC80DAXXA,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] with autograft [e.g. tendon, fascia]"
1TC80DAXXE,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] with tendon transfer for realignment [e.g. advancement, transposition]"
1TC80DAXXK,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] with homograft [e.g. GRAFTJACKET regenerative tissue matrix]"
1TC80DAXXN,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] with synthetic tissue [e.g. gortex, mesh]"
1TC80DAXXQ,"Repair, rotator cuff endoscopic [arthroscopic] approach using apposition technique [e.g. tendon sutured to tendon] with combined sources of tissue [e.g. autograft, tendon transfer, goretex]"
1TC80GC,"Repair, rotator cuff endoscopic [arthroscopic] approach using tenodesis technique [e.g. tendon looped or sutured [anchored] to or through bone] simple repair (without graft or transfer involved)"
